Authors,Source,Title,Year,Martensite Start Temperature - MS - (°C),Austenite Start Temperature - AS - (°C),Ni (at.%),composition,Ti (at.%),Cu (at.%)
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,15.0,8.0,44.9,Ni44.9Ti48.9Cu6.2 %,48.9,6.2
H. X. Zheng; J. Mentz; M. Bram; H. P. Buchkremer and D. Stöver,Journal of Alloys and Compounds,Powder metallurgical production of TiNiNb and TiNiCu shape memory alloys by combination of pre-alloyed and elemental powders,2008.0,15.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
C. J. Araújo; A. A. C. Gomes; J. A. Silva; A. J. T. Cavalcanti; R. P. B. Reis and C. H. Gonzalez,Journal of Materials Processing Technology,Fabrication of shape memory alloys using the plasma skull push–pull process,2009.0,15.0,11.0,45.05,Ni45.05Ti49.98Cu4.97 %,49.98,4.97
C. J. Araújo; N. J. Silva; M. M. Silva and C. H. Gonzalez,Materials & Design,A comparative study of Ni–Ti and Ni–Ti–Cu shape memory alloy processed by plasma melting and injection molding,2011.0,15.0,17.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Cu-Content Dependence of Shape Memory Characteristics in Ti-Ni-Cu Alloys,1990.0,14.0,-32.0,42.5,Ni42.5Ti50.0Cu7.5 %,50.0,7.5
L. Chang and D. S. Grummon,Philosophical Magazine A,Phase transformations in sputtered thin films of Ti x (Ni; Cu)1−x II: Displacive transformations,1997.0,14.0,-35.0,44.8,Ni44.8Ti49.2Cu6.0 %,49.2,6.0
T. Matsunaga; S. Kajiwara; K. Ogawa; T. Kikuchi and S. Miyazaki,Materials Science and Engineering: A,High strength Ti–Ni-based shape memory thin films,1999.0,14.0,27.0,43.0,Ni43.0Ti50.8Cu6.2 %,50.8,6.2
M. Es-Souni; M. Es-Souni and H. F. Brandies,Biomaterials,On the transformation behaviour; mechanical properties and biocompatibility of two NiTi-based shape memory alloys,2001.0,14.0,18.0,46.8,Ni46.8Ti47.3Cu5.9 %,47.3,5.9
T.-H. Nam; J.-H. Lee; J.-M. Nam; K.-W. Kim; G.-B. Cho and Y.-W. Kim,Materials Science and Engineering: A,Microstructures and mechanical properties of Ti–45at.%Ni–5at.%Cu alloy ribbons containing Ti2Ni particles,2008.0,14.0,16.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
K. H. Chang; S. K. Wu and S. H. Chang,Thin Solid Films,Crystallization temperature and activation energy of as-spun Ti52.0Ni38.5Cu9.5 ribbon,2011.0,14.0,-15.0,38.5,Ni38.5Ti52.0Cu9.5 %,52.0,9.5
H. Sehitoglu; I. Karaman; X. Zhang; A. Viswanath; Y. Chumlyakov and H. J. Maier,Acta Materialia,Strain–temperature behavior of NiTiCu shape memory single crystals,2001.0,13.0,21.0,41.4,Ni41.4Ti49.5Cu9.1 %,49.5,9.1
I. Yoshida; D. Monma; K. Iino; K. Otsuka; M. Asai and H. Tsuzuki,Journal of Alloys and Compounds,Damping properties of Ti50Ni50−xCux alloys utilizing martensitic transformation,2003.0,13.0,-67.0,38.0,Ni38.0Ti50.0Cu12.0 %,50.0,12.0
T. Mineta; K. Kasai; Y. Sasaki; E. Makino; T. Kawashima and T. Shibata,Microelectronic Engineering,Flash-evaporated TiNiCu thick film for shape memory alloy micro actuator,2009.0,13.0,59.0,46.0,Ni46.0Ti53.5Cu0.5 %,53.5,0.5
T. Mineta; K. Kasai; Y. Sasaki; E. Makino; T. Kawashima and T. Shibata,Microelectronic Engineering,Flash-evaporated TiNiCu thick film for shape memory alloy micro actuator,2009.0,13.0,60.0,46.0,Ni46.0Ti53.5Cu0.5 %,53.5,0.5
Y.-W. Kim and T.-H. Nam,Scripta Materialia,The effect of the Melt Spun processing parameters on the martensitic transformation in Ti50–Ni35–Cu15 shape memory alloys,2004.0,12.0,4.0,35.0,Ni35.0Ti50.0Cu15.0 %,50.0,15.0
T. Mineta; K. Kasai; Y. Sasaki; E. Makino; T. Kawashima and T. Shibata,Microelectronic Engineering,Flash-evaporated TiNiCu thick film for shape memory alloy micro actuator,2009.0,12.0,60.0,46.0,Ni46.0Ti53.5Cu0.5 %,53.5,0.5
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Cu-Content Dependence of Shape Memory Characteristics in Ti-Ni-Cu Alloys,1990.0,11.0,-62.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
R. Santamarta; E. Cesari; J. Pons and T. Goryczka,Metallurgical and Materials Transactions A,Shape memory properties of Ni-Ti based Melt Spun ribbons,2004.0,11.0,20.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
R. Löbel; S. Thienhaus; A. Savan and A. Ludwig,Materials Science and Engineering: A,Combinatorial fabrication and high-throughput characterization of a Ti–Ni–Cu shape memory thin film composition spread,2008.0,11.0,53.0,46.0,Ni46.0Ti45.0Cu9.0 %,45.0,9.0
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,11.0,11.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
Y. Fu and H. Du,Materials Science and Engineering: A,RF magnetron sputtered TiNiCu shape memory alloy thin film,2003.0,9.0,21.0,45.3,Ni45.3Ti49.5Cu5.2 %,49.5,5.2
W.-j. He; G.-h. Min; Y.-s. Yin and O. Tolochko,Transactions of Nonferrous Metals Society of China,Martensitic transformation and mechanical properties of Ti-rich Ti-Ni-Cu Melt Spun ribbon,2009.0,9.0,45.0,23.0,Ni23.0Ti52.0Cu25.0 %,52.0,25.0
R. Santamarta; E. Cesari; J. Pons and T. Goryczka,Metallurgical and Materials Transactions A,Shape memory properties of Ni-Ti based Melt Spun ribbons,2004.0,8.0,16.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
R. Zarnetta; D. König; C. Zamponi; A. Aghajani; J. Frenzel; G. Eggeler and A. Ludwig,Acta Materialia,R-phase formation in Ti39Ni45Cu16 shape memory thin films and bulk alloys discovered by combinatorial methods,2009.0,8.0,30.0,45.0,Ni45.0Ti39.0Cu16.0 %,39.0,16.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,8.0,66.0,39.25,Ni39.25Ti50.75Cu10.0 %,50.75,10.0
S. M. Tan; V. H. No and S. Miyazaki,Acta Materialia,Ti-content and annealing temperature dependence of deformation characteristics of TiXNi(92−X)Cu8 shape memory alloys,1998.0,7.0,8.0,43.0,Ni43.0Ti49.0Cu8.0 %,49.0,8.0
H. X. Zheng; J. Mentz; M. Bram; H. P. Buchkremer and D. Stöver,Journal of Alloys and Compounds,Powder metallurgical production of TiNiNb and TiNiCu shape memory alloys by combination of pre-alloyed and elemental powders,2008.0,7.0,6.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
S. H. Chang; S. K. Wu and H. Kimura,Intermetallics,Annealing effects on the crystallization and shape memory effect of Ti50Ni25Cu25 Melt Spun ribbons,2007.0,6.0,40.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,6.0,21.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,6.0,33.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
R. Zarnetta; D. König; C. Zamponi; A. Aghajani; J. Frenzel; G. Eggeler and A. Ludwig,Acta Materialia,R-phase formation in Ti39Ni45Cu16 shape memory thin films and bulk alloys discovered by combinatorial methods,2009.0,6.0,39.0,45.0,Ni45.0Ti39.0Cu16.0 %,39.0,16.0
H.-j. Jiang; C.-b. Ke; S.-s. Cao; X. Ma and X.-p. Zhang,Transactions of Nonferrous Metals Society of China,Phase transformation and damping behavior of lightweight porous TiNiCu alloys fabricated by powder metallurgy process,2013.0,6.0,-55.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
D. E. Soto-Parra; H. Flores-Zúñiga; E. L. Cuéllar; R. A. Ochoa-Gamboa and D. Ríos-Jara,Materials ReseVARh,Recrystallization of a Ti-45Ni-5Cu cold-worked shape memory alloy characterized by thermoelectric power and electrical properties,2014.0,6.0,19.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
H. Sehitoglu; I. Karaman; X. Zhang; A. Viswanath; Y. Chumlyakov and H. J. Maier,Acta Materialia,Strain–temperature behavior of NiTiCu shape memory single crystals,2001.0,5.0,14.0,41.4,Ni41.4Ti49.5Cu9.1 %,49.5,9.1
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,5.0,22.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
L. Chang; C. Hu-Simpsono; D. S. Grummon; W. Pratt and R. loloee,Materials ReseVARh Society,Structure and Phase Transformations in Thermoelastic Ni(1−x)TiCux) Thin Films Prepared by D.C. Magnetron Sputtering,1990.0,4.0,-5.0,45.46,Ni45.46Ti49.16Cu5.38 %,49.16,5.38
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,4.0,2.0,42.4,Ni42.4Ti49.6Cu8.0 %,49.6,8.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,4.0,21.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
K. Yamazaki; S. Kajiwara; T. Kikuchi; K. Ogawa and S. Miyazaki,Journal de Physique IV ,Super-high strength shape memory thin films,2003.0,3.0,29.0,40.0,Ni40.0Ti54.3Cu5.7 %,54.3,5.7
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,3.0,19.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Phukaoluan; A. Khantachawana; P. Kaewtathip; S. Dechkunakorn; N. Anuwongnukroh; P. Santiwong and J. Kajornchaiyakul,Applied Mechanics and Materials,Property improvement of TiNi by Cu addition for orthodontics applications,2011.0,3.0,7.0,46.0,Ni46.0Ti49.0Cu5.0 %,49.0,5.0
N. Kaur and D. Kaur,Journal of Alloys and Compounds,NiTiCu/AlN/NiTiCu shape memory thin film heterostructures for vibration damping in MEMS,2014.0,3.0,40.0,26.98,Ni26.98Ti54.67Cu18.35 %,54.67,18.35
H. J. Zhang and C. J. Qiu,Materials Science and Engineering: A,Characterization and MEMS application of low temperature TiNi(Cu) shape memory thin films,2006.0,2.0,1.0,46.3,Ni46.3Ti48.9Cu4.8 %,48.9,4.8
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,2.0,18.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
L. Chang; C. Hu-Simpsono; D. S. Grummon; W. Pratt and R. loloee,Materials ReseVARh Society,Structure and Phase Transformations in Thermoelastic Ni(1−x)TiCux) Thin Films Prepared by D.C. Magnetron Sputtering,1990.0,1.0,-10.0,45.46,Ni45.46Ti49.16Cu5.38 %,49.16,5.38
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Cu-Content Dependence of Shape Memory Characteristics in Ti-Ni-Cu Alloys,1990.0,1.0,-88.0,37.5,Ni37.5Ti50.0Cu12.5 %,50.0,12.5
I. Yoshida; D. Monma; K. Iino; K. Otsuka; M. Asai and H. Tsuzuki,Journal of Alloys and Compounds,Damping properties of Ti50Ni50−xCux alloys utilizing martensitic transformation,2003.0,1.0,-86.0,34.0,Ni34.0Ti50.0Cu16.0 %,50.0,16.0
S. H. Chang; S. K. Wu and H. Kimura,Intermetallics,Annealing effects on the crystallization and shape memory effect of Ti50Ni25Cu25 Melt Spun ribbons,2007.0,1.0,14.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
L. Chang; C. Hu-Simpsono; D. S. Grummon; W. Pratt and R. loloee,Materials ReseVARh Society,Structure and Phase Transformations in Thermoelastic Ni(1−x)TiCux) Thin Films Prepared by D.C. Magnetron Sputtering,1990.0,0.0,-13.0,47.49,Ni47.49Ti47.54Cu4.97 %,47.54,4.97
Y. C. Lo and S. K. Wu,Journal of Materials Science,A study on martensitic transformation in Ti50−x/2Ni50−x/2Cu x alloys with X≤10 at%,1995.0,0.0,17.0,49.5,Ni49.5Ti49.5Cu1.0 %,49.5,1.0
H. Sehitoglu; I. Karaman; X. Zhang; A. Viswanath; Y. Chumlyakov and H. J. Maier,Acta Materialia,Strain–temperature behavior of NiTiCu shape memory single crystals,2001.0,0.0,-3.0,41.4,Ni41.4Ti49.5Cu9.1 %,49.5,9.1
T.-h. Nam; J.-h. Lee; K.-w. Kim; H.-j. Ahn and Y.-w. Kim,Journal of Materials Science,The B2-B19-B19’ transformation in a rapidly solidified Ti-45Ni-5Cu(at%) alloy,2005.0,0.0,-16.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
S. H. Chang; S. K. Wu and H. Kimura,Intermetallics,Annealing effects on the crystallization and shape memory effect of Ti50Ni25Cu25 Melt Spun ribbons,2007.0,0.0,32.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,0.0,20.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
W.-j. He; G.-h. Min; Y.-s. Yin and O. Tolochko,Transactions of Nonferrous Metals Society of China,Martensitic transformation and mechanical properties of Ti-rich Ti-Ni-Cu Melt Spun ribbon,2009.0,0.0,36.0,23.0,Ni23.0Ti52.0Cu25.0 %,52.0,25.0
S. M. Tan; V. H. No and S. Miyazaki,Acta Materialia,Ti-content and annealing temperature dependence of deformation characteristics of TiXNi(92−X)Cu8 shape memory alloys,1998.0,-1.0,0.0,43.0,Ni43.0Ti49.0Cu8.0 %,49.0,8.0
H. Sehitoglu; I. Karaman; X. Zhang; A. Viswanath; Y. Chumlyakov and H. J. Maier,Acta Materialia,Strain–temperature behavior of NiTiCu shape memory single crystals,2001.0,-1.0,8.0,41.4,Ni41.4Ti49.5Cu9.1 %,49.5,9.1
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,-1.0,21.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,-2.0,5.0,45.9,Ni45.9Ti49.1Cu5.0 %,49.1,5.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,-2.0,65.0,38.0,Ni38.0Ti52.0Cu10.0 %,52.0,10.0
J.-h. Lee; T.-h. Nam; H.-j. Ahn and Y.-w. Kim,Materials Science and Engineering: A,Shape memory characteristics and superelasticity of Ti–45Ni–5Cu alloy ribbons,2006.0,-3.0,8.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
R. Zarnetta; D. König; C. Zamponi; A. Aghajani; J. Frenzel; G. Eggeler and A. Ludwig,Acta Materialia,R-phase formation in Ti39Ni45Cu16 shape memory thin films and bulk alloys discovered by combinatorial methods,2009.0,-3.0,28.0,45.0,Ni45.0Ti39.0Cu16.0 %,39.0,16.0
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,-3.0,2.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,-4.0,-1.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
B. Ramachandran; R. Tang; P. Chang; Y. Kuo; C. Chien and S. Wu,Journal of Applied Physics,Cu-substitution effect on thermoelectric properties of the TiNi-based shape memory alloys,2013.0,-4.0,-136.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,-4.0,67.0,38.5,Ni38.5Ti51.5Cu10.0 %,51.5,10.0
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,-5.0,0.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,-6.0,-5.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
R. Zarnetta; M. Ehmann; A. Savan and A. Ludwig,Smart Materials and Structures,Identification of optimized Ti–Ni–Cu shape memory alloy compositions for high-frequency thin film microactuator applications,2010.0,-7.0,7.0,38.0,Ni38.0Ti38.0Cu24.0 %,38.0,24.0
A. Nespoli; E. Villa and F. Passaretti,Journal of Alloys and Compounds,Effect of Yttrium on microstructure; thermal properties and damping capacity of Ni41Ti50Cu9 alloy,2015.0,-7.0,-12.0,41.0,Ni41.0Ti50.0Cu9.0 %,50.0,9.0
K. Yamazaki; S. Kajiwara; T. Kikuchi; K. Ogawa and S. Miyazaki,Journal de Physique IV ,Super-high strength shape memory thin films,2003.0,-8.0,21.0,40.0,Ni40.0Ti54.3Cu5.7 %,54.3,5.7
W.-j. He; G.-h. Min; Y.-s. Yin and O. Tolochko,Transactions of Nonferrous Metals Society of China,Martensitic transformation and mechanical properties of Ti-rich Ti-Ni-Cu Melt Spun ribbon,2009.0,-8.0,33.0,23.0,Ni23.0Ti52.0Cu25.0 %,52.0,25.0
B. Ingale; W. Wei; P. Chang; Y. Kuo and S. Wu,Journal of Applied Physics,Anomalous transport and thermal properties of NiTi and with Cu and Fe-doped shape memory alloys near the martensitic transition,2011.0,-8.0,-44.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,-8.0,45.0,40.5,Ni40.5Ti49.5Cu10.0 %,49.5,10.0
J.-h. Lee; T.-h. Nam; H.-j. Ahn and Y.-w. Kim,Materials Science and Engineering: A,Shape memory characteristics and superelasticity of Ti–45Ni–5Cu alloy ribbons,2006.0,-9.0,-2.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,-9.0,-4.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T.-H. Nam; J.-H. Lee; J.-M. Nam; K.-W. Kim; G.-B. Cho and Y.-W. Kim,Materials Science and Engineering: A,Microstructures and mechanical properties of Ti–45at.%Ni–5at.%Cu alloy ribbons containing Ti2Ni particles,2008.0,-9.0,2.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
R. Zarnetta; M. Ehmann; A. Savan and A. Ludwig,Smart Materials and Structures,Identification of optimized Ti–Ni–Cu shape memory alloy compositions for high-frequency thin film microactuator applications,2010.0,-9.0,-23.0,38.0,Ni38.0Ti37.0Cu25.0 %,37.0,25.0
Y. C. Lo and S. K. Wu,Journal of Materials Science,A study on martensitic transformation in Ti50−x/2Ni50−x/2Cu x alloys with X≤10 at%,1995.0,-10.0,19.0,49.5,Ni49.5Ti49.5Cu1.0 %,49.5,1.0
Y. I. Chumlyakov; I. V. Kireeva; Y. I. Zuev and A. G. Lyisyuk,Materials ReseVARh Society,Shape Memory Effect and Pseudoelasticity in Ti-40%Ni-10%Cu (At.%) Single Crystals,1997.0,-10.0,2.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
G. Pan; C. Balagna; L. Martino; J. Pan and S. Spriano,Journal of Alloys and Compounds,Microstructure and transformation temperatures in rapid solidified Ni–Ti alloys. Part II: The effect of copper addition,2014.0,-10.0,-17.0,36.0,Ni36.0Ti49.0Cu15.0 %,49.0,15.0
S. H. Chang; S. K. Wu and H. Kimura,Materials Science and Engineering: A,Martensitic transformation of annealed Ti50Ni25Cu25 Melt Spun ribbons,2008.0,-11.0,5.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,-11.0,-7.0,46.0,Ni46.0Ti49.0Cu5.0 %,49.0,5.0
S. H. Chang; S. K. Wu and H. Kimura,Intermetallics,Annealing effects on the crystallization and shape memory effect of Ti50Ni25Cu25 Melt Spun ribbons,2007.0,-13.0,8.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,-15.0,-15.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,-16.0,-14.0,44.9,Ni44.9Ti48.9Cu6.2 %,48.9,6.2
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,-16.0,-67.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,-16.0,-18.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,-17.0,-19.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,-17.0,-45.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,-18.0,-19.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
