Authors,Source,Title,Year,composition,Ag (at.%),Al (at.%),Au (at.%),Cd (at.%),Co (at.%),Cu (at.%),Fe (at.%),Hf (at.%),Mn (at.%),Nb (at.%),Ni (at.%),Pd (at.%),Pt (at.%),Ru (at.%),Si (at.%),Ta (at.%),Ti (at.%),Zn (at.%),Zr (at.%),Austenite Finish Temperature - AF - (°C),Austenite Start Temperature - AS - (°C),Martensite Finish Temperature - MF - (°C),Martensite Start Temperature - MS - (°C),Cooling Rate (°C/min),Heating Rate (°C/min),Calculated Density (g/cm^3),Thermal transformation span (TSPAN) - (AF-MF) - (°C)
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,Ni48.5Ti46.5Hf5.0 %,,,,,,,,5.0,,,48.5,,,,,,46.5,,,135.0,92.0,52.0,79.0,,,7.081635,83.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,Ni48.5Ti36.5Hf15.0 %,,,,,,,,15.0,,,48.5,,,,,,36.5,,,275.0,208.0,170.0,199.0,,,7.961935,105.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,Ni48.5Ti31.5Hf20.0 %,,,,,,,,20.0,,,48.5,,,,,,31.5,,,376.0,322.0,269.0,299.0,,,8.402085,107.0
Z. Pu; H. K. Tseng and K. Wu,International Society for Optical Engineering,Innovative system of high-temperature shape memory alloys,1994.0,Ni48.5Ti26.5Hf25.0 %,,,,,,,,25.0,,,48.5,,,,,,26.5,,,503.0,401.0,339.0,409.0,,,8.842235,164.0
G. K. Rasmussen; F. Chang; J. Zhang and T. J. Gold,US6592724B1,Method for producing NiTiHf alloy films by sputtering,2003.0,Ni48.5Ti35.5Hf16.0 %,,,,,,,,16.0,,,48.5,,,,,,35.5,,,208.0,181.0,125.0,153.0,,,8.049965,83.0
X. D. Han; W. H. Zou; R. Wang; Z. Zhang and D. Z. Yang,Acta Materialia,Structure and substructure of martensite in a Ti36.5Ni48.5Hf15 high temperature shape memory alloy,1996.0,Ni48.5Ti36.5Hf15.0 %,,,,,,,,15.0,,,48.5,,,,,,36.5,,,253.0,227.0,145.0,200.0,,,7.961935,108.0
S. Han; W. Zou; S. Jin; Z. Zhang and D. Yang,Scripta Metallurgica et Materialia,The studies of the martensite transformations in a Ti36.5Ni48.5Hf15 alloy,1995.0,Ni48.5Ti36.5Hf15.0 %,,,,,,,,15.0,,,48.5,,,,,,36.5,,,255.0,217.0,145.0,200.0,10.0,10.0,7.961935,110.0
X. D. Han; Z. Zhang and T. Li,International Symposium on Shape Memory Materials,The studies of the microstructure and the martensite transformations in a Ti36.5Ni48.5Hf15 alloy,1994.0,Ni48.5Ti36.5Hf15.0 %,,,,,,,,15.0,,,48.5,,,,,,36.5,,,255.0,217.0,145.0,200.0,10.0,10.0,7.961935,110.0
Q. Wei; X. D. Han and Z. Zhang,Materials Letters,The substructures of martensite in a TiNiHf10 high temperature shape memory alloy,2006.0,Ni48.5Ti41.5Hf10.0 %,,,,,,,,10.0,,,48.5,,,,,,41.5,,,202.0,180.0,130.0,150.0,,,7.521785,72.0
J. H. Mulder; J. Beyer; P. Donner and J. Peterseim,Shape Memory and Superelastic Technologies,On the High Temperature Shape Memory Capabilities of Ni-(TiZr) and Ni-(TiHf) Alloys,1994.0,Ni48.7Ti36.8Hf14.5 %,,,,,,,,14.5,,,48.7,,,,,,36.8,,,231.0,211.0,161.0,182.0,10.0,10.0,7.926722,70.0
K. H. Wu; Z. Pu; H. Tseng and F. S. Biancaniello,Shape Memory and Superelastic Technologies,The Shape Memory Effect of the NiTi-Hf High Temperature Shape Memory Alloy,1995.0,Ni48.8Ti50.1Hf1.1 %,,,,,,,,1.1,,,48.8,,,,,,50.1,,,132.0,61.0,34.0,60.0,,,6.751521,98.0
K. M. Kim; J. K. Hong; C. H. Park and J.-T. Yeom,Journal of Nanoscience and Nanotechnology,Comparative Study of the Thermocyclic Behavior of Ti–Ni–Hf and Ti–Ni–Hf–Ta Shape Memory Alloys,2016.0,Ni49.0Ti36.0Hf15.0 %,,,,,,,,15.0,,,49.0,,,,,,36.0,,,252.0,228.0,181.0,211.0,10.0,10.0,7.98394,71.0
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000.0,Ni49.0Ti36.0Hf15.0 %,,,,,,,,15.0,,,49.0,,,,,,36.0,,,214.0,212.0,158.0,187.0,,,7.98394,56.0
X. L. Meng; Y. X. Tong; K. T. Lau; W. Cai; L. M. Zhou and L. C. Zhao,Materials Letters,Effect of Cu addition on phase transformation of Ti–Ni–Hf high-temperature shape memory alloys,2002.0,Ni49.0Ti36.0Hf15.0 %,,,,,,,,15.0,,,49.0,,,,,,36.0,,,214.0,158.0,107.0,163.0,15.0,15.0,7.98394,107.0
J. H. Kim; K. M. Kim; J. T. Yeom and S. Young,Metals and Materials International,Effect of yttrium on martensite-austenite phase transformation temperatures and high temperature oxidation kinetics of Ti-Ni-Hf high-temperature shape memory alloys,2016.0,Ni49.0Ti41.0Hf10.0 %,,,,,,,,10.0,,,49.0,,,,,,41.0,,,202.0,192.0,145.0,150.0,10.0,10.0,7.54379,57.0
M. Moshref-Javadi; M. Belbasi; S. H. Seyedein and M. T. Salehi,Journal of Materials Science and Technology,Fabrication of (Ti;Hf)-rich NiTiHf Alloy Using Graphitic Mold and Crucible,2014.0,Ni49.0Ti36.0Hf15.0 %,,,,,,,,15.0,,,49.0,,,,,,36.0,,,220.0,205.0,156.0,170.0,10.0,10.0,7.98394,64.0
M. Moshref-Javadi; M. Belbasi; S. Seyedein and M. Salehi,,Heat Treatment of a (Ti; Hf)-Rich NiTiHf High Temperature Shape Memory Alloy,2011.0,Ni49.0Ti36.0Hf15.0 %,,,,,,,,15.0,,,49.0,,,,,,36.0,,,218.0,204.0,152.0,168.0,10.0,10.0,7.98394,66.0
S. M. Tuominen,Shape Memory and Superelastic Technologies,High Transformation Temperature Ni-Ti-Hf Alloys,1994.0,Ni49.0Ti41.0Hf10.0 %,,,,,,,,10.0,,,49.0,,,,,,41.0,,,176.0,163.0,120.0,133.0,,,7.54379,56.0
Y. F. Zheng; W. Cai; J. X. Zhang; Y. Q. Wang; L. C. Zhao and H. Q. Ye,Materials Letters,High-resolution electron microscopy study on the substructure of Ti–Ni–Hf B19′ Martensite,1998.0,Ni49.0Ti36.0Hf15.0 %,,,,,,,,15.0,,,49.0,,,,,,36.0,,,234.0,218.0,152.0,184.0,,,7.98394,82.0
G. S. Firstov; J. Van Humbeeck and Y. N. Koval,Materials Science and Engineering: A,High-temperature shape memory alloys,2004.0,Ni49.0Ti36.3Hf14.7 %,,,,,,,,14.7,,,49.0,,,,,,36.3,,,229.0,118.0,81.0,181.0,5.0,5.0,7.957531,148.0
X. Yi; K. Sun; W. Gao; X. Meng; W. Cai and L. Zhao,Journal of Alloys and Compounds,Martensitic transformation and mechanical properties of Ti-Ni-Hf high temperature shape memory alloy with network structure second particles,2018.0,Ni49.0Ti36.0Hf15.0 %,,,,,,,,15.0,,,49.0,,,,,,36.0,,,237.0,210.0,141.0,183.0,20.0,20.0,7.98394,96.0
X. Yi; W. Gao; X. Meng; Z. Gao; W. Cai and L. Zhao,Journal of Alloys and Compounds,Martensitic transformation behaviors and mechanical properties of (Ti 36 Ni 49 Hf 15) 100-x Y x high temperature shape memory alloys,2017.0,Ni49.0Ti36.0Hf15.0 %,,,,,,,,15.0,,,49.0,,,,,,36.0,,,257.0,245.0,182.0,209.0,20.0,20.0,7.98394,75.0
Y. Wang; W. Cai; W. Zhu and L. C. Zhao,Shape Memory and Superelastic Technologies,Microstructure and Mechnical Behavior of a Ni-Ti-Hf High Temperature Shape Memory Alloy,1997.0,Ni49.0Ti36.0Hf15.0 %,,,,,,,,15.0,,,49.0,,,,,,36.0,,,234.0,218.0,152.0,184.0,,,7.98394,82.0
R. V. S. Prasad; C. H. Park; S.-W. Kim; J. K. Hong and J.-T. Yeom,Journal of Alloys and Compounds,Microstructure and phase transformation behavior of a new high temperature NiTiHf-Ta shape memory alloy with excellent formability,2017.0,Ni49.0Ti36.0Hf15.0 %,,,,,,,,15.0,,,49.0,,,,,,36.0,,,248.0,236.0,191.0,203.0,,,7.98394,57.0
X. Yi; K. Sun; W. Gao; X. Meng; W. Cai and L. Zhao,Journal of Alloys and Compounds,Microstructure design of the excellent shape recovery properties in (Ti; Hf) 2Ni/Ti-Ni-Hf high temperature shape memory alloy composite,2017.0,Ni49.0Ti36.0Hf15.0 %,,,,,,,,15.0,,,49.0,,,,,,36.0,,,182.0,157.0,102.0,122.0,10.0,10.0,7.98394,80.0
X. Yi; X. Meng; W. Cai and L. Zhao,Journal of Alloys and Compounds,Multi-stage martensitic transformation behaviors and microstructural characteristics of Ti-Ni-Hf high temperature shape memory alloy powders,2019.0,Ni49.0Ti36.0Hf15.0 %,,,,,,,,15.0,,,49.0,,,,,,36.0,,,239.0,232.0,180.0,192.0,20.0,20.0,7.98394,59.0
S. Besseghini; E. Villa and A. Tuissi,Materials Science and Engineering: A,Ni-Ti-Hf shape memory alloy: effect of aging and thermal cycling,1999.0,Ni49.0Ti41.0Hf10.0 %,,,,,,,,10.0,,,49.0,,,,,,41.0,,,185.0,166.0,109.0,118.0,5.0,5.0,7.54379,76.0
N. N. Popov; D. V. Presnyakov; E. N. Grishin; T. I. Sysoeva; T. A. Morozova and A. A. Kostyleva,Russian Metallurgy (Metally),Properties of a 49Ni–36Ti–15Hf High-Temperature Shape Memory Alloy in the As-Cast State,2019.0,Ni49.0Ti36.0Hf15.0 %,,,,,,,,15.0,,,49.0,,,,,,36.0,,,275.0,234.0,187.0,210.0,,,7.98394,88.0
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Materials Letters,Shape memory properties of the Ti36Ni49Hf15 high temperature shape memory alloy,2000.0,Ni49.0Ti36.0Hf15.0 %,,,,,,,,15.0,,,49.0,,,,,,36.0,,,231.0,216.0,148.0,179.0,,,7.98394,83.0
D.-J. Kim; Y.-W. Kim and T.-H. Nam,Journal of nanoscience and nanotechnology,Solidification Rate Dependence of Microstructures and Transformation Behavior of Ti–Ni–Hf Alloys,2018.0,Ni49.0Ti31.0Hf20.0 %,,,,,,,,20.0,,,49.0,,,,,,31.0,,,247.0,217.0,152.0,162.0,20.0,20.0,8.42409,95.0
X. L. Meng; W. Cai; Y. F. Zheng; Y. B. Rao and L. C. Zhao,Materials Letters,Two-way shape memory effect induced by martensite deformation and stabilization of martensite in Ti36Ni49Hf15 high temperature shape memory alloy,2003.0,Ni49.0Ti36.0Hf15.0 %,,,,,,,,15.0,,,49.0,,,,,,36.0,,,234.0,249.0,170.0,196.0,10.0,10.0,7.98394,64.0
X. L. Meng; Y. F. Zheng; W. Cai and L. C. Zhao,Journal of Alloys and Compounds,Two-way shape memory effect of a TiNiHf high temperature shape memory alloy,2004.0,Ni49.0Ti36.0Hf15.0 %,,,,,,,,15.0,,,49.0,,,,,,36.0,,,231.0,216.0,148.0,179.0,10.0,10.0,7.98394,83.0
S. Sanjabi; Y. Z. Cao and Z. H. Barber,Sensors and Actuators A: Physical,Multi-target sputter deposition of Ni50Ti50−xHfx shape memory thin films for high temperature microactuator application,2005.0,Ni49.2Ti29.7Hf21.1 %,,,,,,,,21.1,,,49.2,,,,,,29.7,,,301.0,247.0,170.0,193.0,10.0,10.0,8.529725,131.0
A. J. Muir Wood; S. Sanjabi; Y. Q. Fu; Z. H. Barber and T. W. Clyne,Surface and Coatings Technology,Nanoindentation of binary and ternary Ni–Ti-based shape memory alloy thin films,2008.0,Ni49.2Ti29.7Hf21.1 %,,,,,,,,21.1,,,49.2,,,,,,29.7,,,250.0,220.0,170.0,200.0,,,8.529725,80.0
S. Sanjabi; Y. Z. Cao and Z. H. Barber,Sensors and Actuators A: Physical,Multi-target sputter deposition of Ni50Ti50−xHfx shape memory thin films for high temperature microactuator application,2005.0,Ni49.3Ti26.3Hf24.4 %,,,,,,,,24.4,,,49.3,,,,,,26.3,,,440.0,335.0,234.0,275.0,10.0,10.0,8.824625,206.0
A. J. Muir Wood; S. Sanjabi; Y. Q. Fu; Z. H. Barber and T. W. Clyne,Surface and Coatings Technology,Nanoindentation of binary and ternary Ni–Ti-based shape memory alloy thin films,2008.0,Ni49.3Ti26.3Hf24.4 %,,,,,,,,24.4,,,49.3,,,,,,26.3,,,415.0,385.0,330.0,360.0,,,8.824625,85.0
K. S. Suresh; D. I. Kim; S. K. Bhaumik and S. Suwas,Intermetallics,Evolution and stability of phases in a high temperature shape memory alloy Ni49.4Ti38.6Hf12,2014.0,Ni49.4Ti38.6Hf12.0 %,,,,,,,,12.0,,,49.4,,,,,,38.6,,,247.0,180.0,100.0,195.0,10.0,10.0,7.737454,147.0
K. S. Suresh; D. I. Kim; S. K. Bhaumik and S. Suwas,Intermetallics,Evolution of microstructure and texture in Ni49.4Ti38.6Hf12 shape memory alloy during hot rolling,2013.0,Ni49.4Ti38.6Hf12.0 %,,,,,,,,12.0,,,49.4,,,,,,38.6,,,283.0,245.0,183.0,199.0,10.0,10.0,7.737454,100.0
G. S. Firstov; J. Van Humbeeck and Y. N. Koval,Materials Science and Engineering: A,High-temperature shape memory alloys,2004.0,Ni49.4Ti35.900000000000006Hf14.7 %,,,,,,,,14.7,,,49.4,,,,,,35.9,,,228.0,163.0,120.0,185.0,5.0,5.0,7.975135,108.0
S. Sanjabi; Y. Z. Cao and Z. H. Barber,Sensors and Actuators A: Physical,Multi-target sputter deposition of Ni50Ti50−xHfx shape memory thin films for high temperature microactuator application,2005.0,Ni49.4Ti40.2Hf10.4 %,,,,,,,,10.4,,,49.4,,,,,,40.2,,,130.0,110.0,64.0,88.0,10.0,10.0,7.596606,66.0
A. J. Muir Wood; S. Sanjabi; Y. Q. Fu; Z. H. Barber and T. W. Clyne,Surface and Coatings Technology,Nanoindentation of binary and ternary Ni–Ti-based shape memory alloy thin films,2008.0,Ni49.4Ti40.2Hf10.4 %,,,,,,,,10.4,,,49.4,,,,,,40.2,,,110.0,85.0,50.0,70.0,,,7.596606,60.0
G. S. Firstov; J. Van Humbeeck and Y. N. Koval,Scripta Materialia,Comparison of high temperature shape memory behaviour for ZrCu-based; Ti–Ni–Zr and Ti–Ni–Hf alloys,2004.0,Ni49.42Ti35.95Hf14.63 %,,,,,,,,14.63,,,49.42,,,,,,35.95,,,237.0,162.0,107.0,187.0,5.0,5.0,7.9698531,130.0
H. Y. Kim; T. Jinguu; T.-h. Nam and S. Miyazaki,Scripta Materialia,Cold workability and shape memory properties of novel Ti–Ni–Hf–Nb high-temperature shape memory alloys,2011.0,Ni49.5Ti35.5Hf15.0 %,,,,,,,,15.0,,,49.5,,,,,,35.5,,,264.0,229.0,158.0,189.0,10.0,10.0,8.005945,106.0
S. Sanjabi; Y. Z. Cao and Z. H. Barber,Sensors and Actuators A: Physical,Multi-target sputter deposition of Ni50Ti50−xHfx shape memory thin films for high temperature microactuator application,2005.0,Ni49.5Ti34.9Hf15.6 %,,,,,,,,15.6,,,49.5,,,,,,34.9,,,195.0,164.0,79.0,98.0,10.0,10.0,8.058763,116.0
A. J. Muir Wood; S. Sanjabi; Y. Q. Fu; Z. H. Barber and T. W. Clyne,Surface and Coatings Technology,Nanoindentation of binary and ternary Ni–Ti-based shape memory alloy thin films,2008.0,Ni49.5Ti34.9Hf15.6 %,,,,,,,,15.6,,,49.5,,,,,,34.9,,,160.0,150.0,80.0,100.0,,,8.058763,80.0
D.-J. Kim; Y.-W. Kim and T.-H. Nam,Journal of nanoscience and nanotechnology,Solidification Rate Dependence of Microstructures and Transformation Behavior of Ti–Ni–Hf Alloys,2018.0,Ni49.5Ti30.5Hf20.0 %,,,,,,,,20.0,,,49.5,,,,,,30.5,,,206.0,148.0,90.0,95.0,20.0,20.0,8.446095,116.0
S. Sanjabi; S. Sadrnezhaad and Z. Barber,Materials Science and Technology,Sputter alloying of Ni; Ti and Hf for fabrication of high temperature shape memory thin films,2007.0,Ni49.5Ti34.9Hf15.6 %,,,,,,,,15.6,,,49.5,,,,,,34.9,,,204.0,135.0,75.0,103.0,50.0,50.0,8.058763,129.0
T.-J. Ho; S.-K. Wu and K.-H. Lin,Materials Transactions,Two-Stage Martensitic Transformation in Thermal-Cycled Ti40. 5Ni49. 5Hf10 Shape Memory Alloy,2010.0,Ni49.5Ti40.5Hf10.0 %,,,,,,,,10.0,,,49.5,,,,,,40.5,,,160.0,128.0,69.0,108.0,10.0,10.0,7.565795,91.0
Z. Zhang; J. Frenzel; K. Neuking and G. Eggeler,Materials Transactions,Vacuum induction melting of ternary NiTiX (X= Cu; Fe; Hf; Zr) shape memory alloys using graphite crucibles,2006.0,Ni49.5Ti35.5Hf15.0 %,,,,,,,,15.0,,,49.5,,,,,,35.5,,,262.0,227.0,163.0,208.0,10.0,10.0,8.005945,99.0
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019.0,Ni49.6Ti40.4Hf10.0 %,,,,,,,,10.0,,,49.6,,,,,,40.4,,,182.0,147.0,90.0,129.0,10.0,10.0,7.570196,92.0
S. Sanjabi; Y. Z. Cao and Z. H. Barber,Sensors and Actuators A: Physical,Multi-target sputter deposition of Ni50Ti50−xHfx shape memory thin films for high temperature microactuator application,2005.0,Ni49.6Ti45.2Hf5.2 %,,,,,,,,5.2,,,49.6,,,,,,45.2,,,38.0,-3.0,-68.0,-44.0,10.0,10.0,7.147652,106.0
A. J. Muir Wood; S. Sanjabi; Y. Q. Fu; Z. H. Barber and T. W. Clyne,Surface and Coatings Technology,Nanoindentation of binary and ternary Ni–Ti-based shape memory alloy thin films,2008.0,Ni49.6Ti45.2Hf5.2 %,,,,,,,,5.2,,,49.6,,,,,,45.2,,,35.0,-25.0,-55.0,-45.0,,,7.147652,90.0
C. Zhao; Y. Jin; S. Zhao and Q. Hou,Vacuum,Crystallization and microstructural evolution of an amorphous Ni–Ti–Hf film,2017.0,Ni49.78Ti35.13Hf15.09 %,,,,,,,,15.09,,,49.78,,,,,,35.13,,,176.0,135.0,42.0,68.0,10.0,10.0,8.0261905,134.0
B. Kockar; I. Karaman; J. I. Kim and Y. Chumlyakov,Scripta Materialia,A method to enhance cyclic reversibility of NiTiHf high temperature shape memory alloys,2006.0,Ni49.8Ti42.2Hf8.0 %,,,,,,,,8.0,,,49.8,,,,,,42.2,,,174.0,137.0,82.0,111.0,10.0,10.0,7.402938,92.0
P. E. Thoma and J. J. Boehm,Materials Science and Engineering: A,Effect of composition on the amount of second phase and transformation temperatures of NixTi90−xHf10 shape memory alloys,1999.0,Ni49.8Ti40.2Hf10.0 %,,,,,,,,10.0,,,49.8,,,,,,40.2,,,204.0,178.0,99.0,130.0,10.0,10.0,7.578998,105.0
K. Chastaing; P. Vermaut; P. Ochin; C. Segui; J. Y. Laval and R. Portier,Materials Science and Engineering: A,Effect of Cu and Hf additions on NiTi martensitic transformation,2006.0,Ni49.8Ti40.2Hf10.0 %,,,,,,,,10.0,,,49.8,,,,,,40.2,,,176.0,130.0,82.0,119.0,10.0,10.0,7.578998,94.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,Ni49.8Ti42.2Hf8.0 %,,,,,,,,8.0,,,49.8,,,,,,42.2,,,142.0,111.0,50.0,69.0,5.0,5.0,7.402938,92.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,Ni49.8Ti40.7Hf9.5 %,,,,,,,,9.5,,,49.8,,,,,,40.7,,,159.0,118.0,61.0,90.0,5.0,5.0,7.534983,98.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,Ni49.8Ti39.2Hf11.0 %,,,,,,,,11.0,,,49.8,,,,,,39.2,,,182.0,133.0,83.0,123.0,5.0,5.0,7.667028,99.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,Ni49.8Ti35.2Hf15.0 %,,,,,,,,15.0,,,49.8,,,,,,35.2,,,210.0,140.0,95.0,136.0,5.0,5.0,8.019148,115.0
P. L. Potapov; A. V. Shelyakov; A. A. Gulyaev; E. L. Svistunov; N. M. Matveeva and D. Hodgson,Materials Letters,Effect of Hf on the structure of Ni-Ti martensitic alloys,1997.0,Ni49.8Ti30.2Hf20.0 %,,,,,,,,20.0,,,49.8,,,,,,30.2,,,276.0,200.0,127.0,174.0,5.0,5.0,8.459298,149.0
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019.0,Ni49.8Ti40.2Hf10.0 %,,,,,,,,10.0,,,49.8,,,,,,40.2,,,183.0,142.0,91.0,127.0,10.0,10.0,7.578998,92.0
F. Dalle; E. Perrin; P. Vermaut; M. Masse and R. Portier,Acta Materialia,Interface mobility in Ni49.8Ti42.2Hf8 shape memory alloy,2002.0,Ni49.8Ti42.2Hf8.0 %,,,,,,,,8.0,,,49.8,,,,,,42.2,,,167.0,138.0,78.0,95.0,,,7.402938,89.0
C. Zhao and X. Meng,Modern Physics Letters B,Microstructure evolution and phase transformation in thermally cycled Ni–Ti–Hf film,2016.0,Ni49.8Ti34.4Hf15.8 %,,,,,,,,15.8,,,49.8,,,,,,34.4,,,170.0,127.0,49.0,73.0,10.0,10.0,8.089572,121.0
F. Dalle; G. Despert; P. Vermaut; R. Portier; A. Dezellus; P. Plaindoux and P. Ochin,Materials Science and Engineering: A,Ni49.8Ti42.2Hf8 shape memory alloy strips production by the twin roll casting technique,2003.0,Ni49.8Ti42.2Hf8.0 %,,,,,,,,8.0,,,49.8,,,,,,42.2,,,145.0,112.0,52.0,76.0,10.0,10.0,7.402938,93.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,Ni49.8Ti48.2Hf2.0 %,,,,,,,,2.0,,,49.8,,,,,,48.2,,,122.0,85.0,44.0,83.0,10.0,10.0,6.874758,78.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,Ni49.8Ti46.2Hf4.0 %,,,,,,,,4.0,,,49.8,,,,,,46.2,,,134.0,96.0,53.0,86.0,10.0,10.0,7.050818,81.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,Ni49.8Ti44.2Hf6.0 %,,,,,,,,6.0,,,49.8,,,,,,44.2,,,148.0,108.0,56.0,91.0,10.0,10.0,7.226878,92.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,Ni49.8Ti42.2Hf8.0 %,,,,,,,,8.0,,,49.8,,,,,,42.2,,,175.0,145.0,83.0,111.0,10.0,10.0,7.402938,92.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,Ni49.8Ti40.2Hf10.0 %,,,,,,,,10.0,,,49.8,,,,,,40.2,,,192.0,165.0,105.0,128.0,10.0,10.0,7.578998,87.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,Ni49.8Ti39.2Hf11.0 %,,,,,,,,11.0,,,49.8,,,,,,39.2,,,203.0,176.0,117.0,142.0,10.0,10.0,7.667028,86.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,Ni49.8Ti35.2Hf15.0 %,,,,,,,,15.0,,,49.8,,,,,,35.2,,,258.0,239.0,178.0,207.0,10.0,10.0,8.019148,80.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,Ni49.8Ti30.2Hf20.0 %,,,,,,,,20.0,,,49.8,,,,,,30.2,,,338.0,323.0,273.0,300.0,10.0,10.0,8.459298,65.0
A. A. Simon,Mechanical Engineering,Shape memory response and microstructural evolution of a severe plastically deformed high temperature shape memory alloy (NiTiHf),2006.0,Ni49.8Ti42.2Hf8.0 %,,,,,,,,8.0,,,49.8,,,,,,42.2,,,157.0,118.0,65.0,90.0,10.0,10.0,7.402938,92.0
A. Manca; A. V. Shelyakov and G. Airoldi,Materials Transactions,Ageing in Parent Phase and Martensite Stabilization in a Ni50Ti30Hf20 Alloy,2003.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,245.0,231.0,160.0,167.0,20.0,20.0,8.4681,85.0
R. Santamarta; A. Pasko; J. Pons; E. Cesari and P. Ochin,Materials Transactions,Crystallization in partially amorphous Ni50Ti32Hf18 melt spun ribbon,2004.0,Ni50.0Ti32.0Hf18.0 %,,,,,,,,18.0,,,50.0,,,,,,32.0,,,195.0,163.0,122.0,143.0,20.0,20.0,8.29204,73.0
X. L. Meng; W. Cai; F. Chen and L. C. Zhao,Scripta Materialia,Effect of aging on martensitic transformation and microstructure in Ni-rich TiNiHf shape memory alloy,2006.0,Ni50.0Ti30.0Hf20.0 %,,,,,,,,20.0,,,50.0,,,,,,30.0,,,307.0,291.0,214.0,239.0,15.0,15.0,8.4681,93.0
R. Soares and W. B. Castro,Materials Science Forum,Effect of Cooling Rate on the Transformation Temperatures of Ni50Ti36Hf14 Melt Spun Ribbons,2018.0,Ni50.0Ti36.0Hf14.0 %,,,,,,,,14.0,,,50.0,,,,,,36.0,,,116.0,97.0,41.0,70.0,10.0,10.0,7.93992,75.0
S. Kang; H.-J. Im and T.-H. Nam,Journal of the Korean Institute of Metals and Materials(South Korea),Effect of Hf-content on phase transformation behavior and microstructures of Ti-Ni-Hf shape memory alloys,1999.0,Ni50.0Ti48.0Hf2.0 %,,,,,,,,2.0,,,50.0,,,,,,48.0,,,54.0,22.0,-7.0,1.0,,,6.88356,61.0
S. Kang; H.-J. Im and T.-H. Nam,Journal of the Korean Institute of Metals and Materials(South Korea),Effect of Hf-content on phase transformation behavior and microstructures of Ti-Ni-Hf shape memory alloys,1999.0,Ni50.0Ti45.0Hf5.0 %,,,,,,,,5.0,,,50.0,,,,,,45.0,,,-38.0,-56.0,-123.0,-75.0,,,7.14765,85.0
