Authors,Source,Title,Year,Cooling Rate (°C/min),Heating Rate (°C/min),Ni (at.%),composition,Ti (at.%),Cu (at.%)
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,11.3,Ni11.299999999999997Ti51.5Cu37.2 %,51.5,37.2
Y. Furuya; M. Matsumoto; H. S. Kimura and T. Masumoto,Materials Science and Engineering: A,Thermoelastic phase transformation of Melt Spun Ti50Ni50−xCux (x = 0–20 at.%) ribbons,1991.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Effect of thermo-mechanical treatment on shape memory characteristics in a Ti-40Ni-10Cu (at%) alloy,1991.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y. Shugo; T. Shimizu; K. Morii; T. Yamada and K. Kusaka,International Conference on Martensitic Transformations,Effects of Heat Treatment and Thermal Cycle on Helical Spring Properties in NiTiCu Alloy,1992.0,10.0,10.0,42.8,Ni42.8Ti50.2Cu7.0 %,50.2,7.0
T. Fukuda; T. Saburi; T. Chihara and Y. Tsuzuki,Materials Transactions,Mechanism of B2-B19-B19′ Transformation in Shape Memory Ti–Ni–Cu Alloys,1995.0,1.0,1.0,45.5,Ni45.5Ti49.5Cu5.0 %,49.5,5.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.7,Ni42.7Ti49.3Cu8.0 %,49.3,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.2,Ni42.2Ti49.8Cu8.0 %,49.8,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.0,Ni42.0Ti50.0Cu8.0 %,50.0,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,41.8,Ni41.8Ti50.2Cu8.0 %,50.2,8.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,2.0,2.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
F. M. Mazzolai; A. Biscarini; R. Campanella; B. Coluzzi; G. Mazzolai; A. Rotini and A. Tuissi,Acta Materialia,Internal friction spectra of the Ni40Ti50Cu10 shape memory alloy charged with hydrogen,2003.0,20.0,20.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
V. Saravanan; A. Khantachawana and S. Miyazaki,Materials Transactions,Texture analysis and properties of rapidly solidified Ti52Ni38Cu10 shape memory alloy,2004.0,10.0,10.0,38.0,Ni38.0Ti52.0Cu10.0 %,52.0,10.0
K.-N. Lin and S.-K. Wu,Intermetallics,Multi-stage transformation in annealed Ni-rich Ti49Ni41Cu10 shape memory alloy,2010.0,10.0,10.0,41.0,Ni41.0Ti49.0Cu10.0 %,49.0,10.0
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,25.1,Ni25.099999999999994Ti51.5Cu23.4 %,51.5,23.4
A. Fabregat-Sanjuan; F. Ferrando and S. De la Flor,Materials Today,Influence of Heat Treatment on Internal Friction Spectrum in NiTiCu Shape Memory Alloy,2015.0,10.0,10.0,44.6,Ni44.6Ti50.4Cu5.0 %,50.4,5.0
T. H. Nam; T. Saburi; Y. Kawamura; K. Shimizu; rsquo and ichi,Materials Transactions,Shape Memory Characteristics Associated with the B2-B19 and B19-B19 Transformations in a Ti-40Ni-10Cu (at.%) Alloy,1990.0,1.5,1.5,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. H. Nam; T. Saburi; Y. Kawamura; K. Shimizu; rsquo and ichi,Materials Transactions,Shape Memory Characteristics Associated with the B2-B19 and B19-B19 Transformations in a Ti-40Ni-10Cu (at.%) Alloy,1990.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y. Furuya; M. Matsumoto; H. S. Kimura and T. Masumoto,Materials Science and Engineering: A,Thermoelastic phase transformation of Melt Spun Ti50Ni50−xCux (x = 0–20 at.%) ribbons,1991.0,10.0,10.0,37.0,Ni37.0Ti50.0Cu13.0 %,50.0,13.0
K. Tsuji and K. Nomura,Journal of Materials Science,Effects of Ni-Ti-Cu alloy composition and heat treatment temperature after cold working on phase transformation characteristics,1992.0,10.0,10.0,44.2,Ni44.2Ti49.7Cu6.1 %,49.7,6.1
K. Tsuji and K. Nomura,Journal of Materials Science,Effects of Ni-Ti-Cu alloy composition and heat treatment temperature after cold working on phase transformation characteristics,1992.0,10.0,10.0,42.5,Ni42.5Ti49.9Cu7.6 %,49.9,7.6
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,43.0,Ni43.0Ti49.0Cu8.0 %,49.0,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.4,Ni42.4Ti49.6Cu8.0 %,49.6,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.2,Ni42.2Ti49.8Cu8.0 %,49.8,8.0
I. Yoshida; D. Monma; K. Iino; K. Otsuka; M. Asai and H. Tsuzuki,Journal of Alloys and Compounds,Damping properties of Ti50Ni50−xCux alloys utilizing martensitic transformation,2003.0,2.0,2.0,42.0,Ni42.0Ti50.0Cu8.0 %,50.0,8.0
Y.-w. Kim; Y.-m. Yun and T.-h. Nam,Materials Science and Engineering: A,The effect of the Melt Spun processing parameters on the solidification structures in Ti–30at.% Ni–20at.% Cu shape memory alloys,2006.0,10.0,10.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
S.-w. Kang; Y.-h. Lee; Y.-m. Lim; J.-m. Nam; T.-h. Nam and Y.-w. Kim,Scripta Materialia,Relationship between grain size and martensitic transformation start temperature in a Ti–30Ni–20Cu alloy ribbon,2008.0,10.2,10.2,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
A. Nespoli and S. Besseghini,Journal of Thermal Analysis and Calorimetry,A complete thermo-mechanical study of a NiTiCu shape memory alloy wire,2010.0,1.0,1.0,43.49,Ni43.49Ti51.2Cu5.31 %,51.2,5.31
A. Terayama and H. Kyogoku,Materials Science and Engineering: A,Shape memory characteristics of the P/M-processed Ti–Ni–Cu alloys,2010.0,10.0,10.0,30.2,Ni30.2Ti49.8Cu20.0 %,49.8,20.0
K. H. Chang; S. K. Wu and S. H. Chang,Thin Solid Films,Crystallization temperature and activation energy of as-spun Ti52.0Ni38.5Cu9.5 ribbon,2011.0,10.0,10.0,38.5,Ni38.5Ti52.0Cu9.5 %,52.0,9.5
D. König; P. J. S. Buenconsejo; D. Grochla; S. Hamann; J. Pfetzing-Micklich and A. Ludwig,Acta Materialia,Thickness-dependence of the B2–B19 martensitic transformation in nanoscale shape memory alloy thin films: Zero-hysteresis in 75nm thick Ti51Ni38Cu11 thin films,2012.0,5.0,5.0,38.0,Ni38.0Ti51.0Cu11.0 %,51.0,11.0
A. Fabregat-Sanjuan; F. Ferrando and S. De la Flor,Materials Today,NiTiCu Transverse to Axial Strain Ratio Analysis During Tension/Compression Tests,2015.0,10.0,10.0,44.6,Ni44.6Ti50.4Cu5.0 %,50.4,5.0
Y. Furuya; M. Matsumoto; H. S. Kimura and T. Masumoto,Materials Science and Engineering: A,Thermoelastic phase transformation of Melt Spun Ti50Ni50−xCux (x = 0–20 at.%) ribbons,1991.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.0,Ni42.0Ti50.0Cu8.0 %,50.0,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.0,Ni42.0Ti50.0Cu8.0 %,50.0,8.0
H. Du and Y. Fu,Surface and Coatings Technology,Deposition and characterization of Ti1−x(Ni;Cu)x shape memory alloy thin films,2004.0,5.0,5.0,40.8,Ni40.8Ti50.1Cu9.1 %,50.1,9.1
S. Colombo; C. Cannizzo; F. Gariboldi and G. Airoldi,Journal of Alloys and Compounds,Electrical resistance and deformation during the stress-assisted two-way memory effect in Ni45Ti50Cu5 alloy,2006.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
S. Colombo; C. Cannizzo; F. Gariboldi and G. Airoldi,Journal of Alloys and Compounds,Electrical resistance and deformation during the stress-assisted two-way memory effect in Ni45Ti50Cu5 alloy,2006.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,40.0,Ni40.0Ti48.5Cu11.5 %,48.5,11.5
A. Ishida; M. Sato and K. Ogawa,Materials Science and Engineering: A,Microstructure and shape memory behavior of annealed Ti–36.8at.% Ni–11.6at.% Cu thin film,2008.0,10.0,10.0,36.8,Ni36.8Ti51.6Cu11.6 %,51.6,11.6
D. König; P. J. S. Buenconsejo; D. Grochla; S. Hamann; J. Pfetzing-Micklich and A. Ludwig,Acta Materialia,Thickness-dependence of the B2–B19 martensitic transformation in nanoscale shape memory alloy thin films: Zero-hysteresis in 75nm thick Ti51Ni38Cu11 thin films,2012.0,5.0,5.0,38.0,Ni38.0Ti51.0Cu11.0 %,51.0,11.0
T. Goryczka,Shape Memory Alloys-Processing; Characterization and Applications,Ni25Ti50Cu25 shape memory alloy produced by nonconventional techniques,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,33.0,Ni33.0Ti51.5Cu15.5 %,51.5,15.5
S.-H. Chang and S.-H. Hsiao,Journal of Alloys and Compounds,Inherent internal friction of Ti50Ni50−xCux shape memory alloys measured under isothermal conditions,2014.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
G. Pan; C. Balagna; L. Martino; J. Pan and S. Spriano,Journal of Alloys and Compounds,Microstructure and transformation temperatures in rapid solidified Ni–Ti alloys. Part II: The effect of copper addition,2014.0,10.0,10.0,26.0,Ni26.0Ti49.0Cu25.0 %,49.0,25.0
T. H. Nam; T. Saburi; Y. Kawamura; K. Shimizu; rsquo and ichi,Materials Transactions,Shape Memory Characteristics Associated with the B2-B19 and B19-B19 Transformations in a Ti-40Ni-10Cu (at.%) Alloy,1990.0,1.5,1.5,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. H. Nam; T. Saburi; Y. Kawamura; K. Shimizu; rsquo and ichi,Materials Transactions,Shape Memory Characteristics Associated with the B2-B19 and B19-B19 Transformations in a Ti-40Ni-10Cu (at.%) Alloy,1990.0,1.5,1.5,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Cu-Content Dependence of Shape Memory Characteristics in Ti-Ni-Cu Alloys,1990.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Effect of thermo-mechanical treatment on shape memory characteristics in a Ti-40Ni-10Cu (at%) alloy,1991.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Effect of thermo-mechanical treatment on shape memory characteristics in a Ti-40Ni-10Cu (at%) alloy,1991.0,1.5,1.5,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.7,Ni42.7Ti49.3Cu8.0 %,49.3,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.4,Ni42.4Ti49.6Cu8.0 %,49.6,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.0,Ni42.0Ti50.0Cu8.0 %,50.0,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.0,Ni42.0Ti50.0Cu8.0 %,50.0,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.0,Ni42.0Ti50.0Cu8.0 %,50.0,8.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,41.4,Ni41.4Ti50.6Cu8.0 %,50.6,8.0
J. Morgiel; E. Cesari; J. Pons; A. Pasko and J. Dutkiewicz,Journal of Materials Science,Microstructure and martensite transformation in aged Ti-25Ni-25Cu shape memory melt spun ribbons,2002.0,20.0,20.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. Colombo; C. Cannizzo; F. Gariboldi and G. Airoldi,Journal of Alloys and Compounds,Electrical resistance and deformation during the stress-assisted two-way memory effect in Ni45Ti50Cu5 alloy,2006.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
S.-w. Kang; Y.-h. Lee; Y.-m. Lim; J.-m. Nam; T.-h. Nam and Y.-w. Kim,Scripta Materialia,Relationship between grain size and martensitic transformation start temperature in a Ti–30Ni–20Cu alloy ribbon,2008.0,10.2,10.2,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
K.-N. Lin and S.-K. Wu,Intermetallics,Multi-stage transformation in annealed Ni-rich Ti49Ni41Cu10 shape memory alloy,2010.0,10.0,10.0,41.0,Ni41.0Ti49.0Cu10.0 %,49.0,10.0
D. König; P. J. S. Buenconsejo; D. Grochla; S. Hamann; J. Pfetzing-Micklich and A. Ludwig,Acta Materialia,Thickness-dependence of the B2–B19 martensitic transformation in nanoscale shape memory alloy thin films: Zero-hysteresis in 75nm thick Ti51Ni38Cu11 thin films,2012.0,5.0,5.0,38.0,Ni38.0Ti51.0Cu11.0 %,51.0,11.0
A. Fabregat-Sanjuan; F. Ferrando; C. Urbina and S. De la Flor,Materials Science Forum,TiNiCu Martensitic Transformation Characterization at Low Stress Levels Through Thermomechanical Cycling,2013.0,0.5,0.5,44.6,Ni44.6Ti50.4Cu5.0 %,50.4,5.0
A. Fabregat-Sanjuan; F. Ferrando; C. Urbina and S. De la Flor,Materials Science Forum,TiNiCu Martensitic Transformation Characterization at Low Stress Levels Through Thermomechanical Cycling,2013.0,0.5,0.5,44.6,Ni44.6Ti50.4Cu5.0 %,50.4,5.0
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,20.9,Ni20.900000000000006Ti51.5Cu27.6 %,51.5,27.6
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,23.8,Ni23.799999999999997Ti48.5Cu27.7 %,48.5,27.7
A. Shelyakov; N. Sitnikov; S. Saakyan; A. Menushenkov; R. Rizakhanov and A. Korneev,Materials Science Forum,Study of two-way shape memory behavior of amorphous-crystalline TiNiCu Melt Spun ribbons,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S.-H. Chang and S.-H. Hsiao,Journal of Alloys and Compounds,Inherent internal friction of Ti50Ni50−xCux shape memory alloys measured under isothermal conditions,2014.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
A. Fabregat-Sanjuan; F. Ferrando and S. De la Flor,Materials Today,Influence of Heat Treatment on Internal Friction Spectrum in NiTiCu Shape Memory Alloy,2015.0,10.0,10.0,44.6,Ni44.6Ti50.4Cu5.0 %,50.4,5.0
Y. Furuya; M. Matsumoto; H. S. Kimura and T. Masumoto,Materials Science and Engineering: A,Thermoelastic phase transformation of Melt Spun Ti50Ni50−xCux (x = 0–20 at.%) ribbons,1991.0,10.0,10.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. Fukuda; T. Kakeshita; M. Kitayama and T. Saburi,Journal de Physique IV,Effect of aging on martensitic transformation in a shape memory Ti-40.5 Ni-10Cu alloy,1995.0,10.0,10.0,40.5,Ni40.5Ti49.5Cu10.0 %,49.5,10.0
T. Fukuda; T. Kakeshita; M. Kitayama and T. Saburi,Journal de Physique IV,Effect of aging on martensitic transformation in a shape memory Ti-40.5 Ni-10Cu alloy,1995.0,10.0,10.0,40.5,Ni40.5Ti49.5Cu10.0 %,49.5,10.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,41.0,Ni41.0Ti51.0Cu8.0 %,51.0,8.0
J. Morgiel; E. Cesari; J. Pons; A. Pasko and J. Dutkiewicz,Journal of Materials Science,Microstructure and martensite transformation in aged Ti-25Ni-25Cu shape memory melt spun ribbons,2002.0,20.0,20.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. Colombo; C. Cannizzo; F. Gariboldi and G. Airoldi,Journal of Alloys and Compounds,Electrical resistance and deformation during the stress-assisted two-way memory effect in Ni45Ti50Cu5 alloy,2006.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
S. Colombo; C. Cannizzo; F. Gariboldi and G. Airoldi,Journal of Alloys and Compounds,Electrical resistance and deformation during the stress-assisted two-way memory effect in Ni45Ti50Cu5 alloy,2006.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
Y. Tong and Y. Liu,Journal of Alloys and Compounds,Crystallization behavior of a Ti50Ni25Cu25 Melt Spun ribbon,2008.0,5.0,5.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
D. König; P. J. S. Buenconsejo; D. Grochla; S. Hamann; J. Pfetzing-Micklich and A. Ludwig,Acta Materialia,Thickness-dependence of the B2–B19 martensitic transformation in nanoscale shape memory alloy thin films: Zero-hysteresis in 75nm thick Ti51Ni38Cu11 thin films,2012.0,5.0,5.0,38.0,Ni38.0Ti51.0Cu11.0 %,51.0,11.0
A. Fabregat-Sanjuan; F. Ferrando; C. Urbina and S. De la Flor,Materials Science Forum,TiNiCu Martensitic Transformation Characterization at Low Stress Levels Through Thermomechanical Cycling,2013.0,0.5,0.5,44.6,Ni44.6Ti50.4Cu5.0 %,50.4,5.0
A. Fabregat-Sanjuan; F. Ferrando and S. De la Flor,Materials Today,Influence of Heat Treatment on Internal Friction Spectrum in NiTiCu Shape Memory Alloy,2015.0,10.0,10.0,44.6,Ni44.6Ti50.4Cu5.0 %,50.4,5.0
T. H. Nam; T. Saburi; Y. Kawamura; K. Shimizu; rsquo and ichi,Materials Transactions,Shape Memory Characteristics Associated with the B2-B19 and B19-B19 Transformations in a Ti-40Ni-10Cu (at.%) Alloy,1990.0,1.5,1.5,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
S. M. Tan; S. Miyazaki; T. Ueki and H. Horikawa,Materials Science and Engineering: A,Ti-content and annealing temperature dependence of transformation behavior of TiXNi92-XCu8 shape memory alloys,1997.0,10.0,10.0,42.7,Ni42.7Ti49.3Cu8.0 %,49.3,8.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,2.0,2.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
S. Colombo; C. Cannizzo; F. Gariboldi and G. Airoldi,Journal of Alloys and Compounds,Electrical resistance and deformation during the stress-assisted two-way memory effect in Ni45Ti50Cu5 alloy,2006.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,44.9,Ni44.9Ti48.9Cu6.2 %,48.9,6.2
S.-w. Kang; Y.-h. Lee; Y.-m. Lim; J.-m. Nam; T.-h. Nam and Y.-w. Kim,Scripta Materialia,Relationship between grain size and martensitic transformation start temperature in a Ti–30Ni–20Cu alloy ribbon,2008.0,10.2,10.2,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
D. König; P. J. S. Buenconsejo; D. Grochla; S. Hamann; J. Pfetzing-Micklich and A. Ludwig,Acta Materialia,Thickness-dependence of the B2–B19 martensitic transformation in nanoscale shape memory alloy thin films: Zero-hysteresis in 75nm thick Ti51Ni38Cu11 thin films,2012.0,5.0,5.0,38.0,Ni38.0Ti51.0Cu11.0 %,51.0,11.0
Y.-w. Kim and E. Choi,Materials ReseVARh Bulletin,Effect of Cu addition on the martensitic transformation of powder metallurgy processed Ti–Ni alloys,2014.0,10.0,10.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
